Responden,Y, EAR , MAR ,MOE
1,1,0.121,1.206,9.967
1,1,0.096,0.922,9.604
1,1,0.121,0.923,7.628
1,1,0.131,0.878,6.702
1,1,0.245,1.067,4.355
1,1,0.236,1.05,4.449
1,1,0.278,1.169,4.205
1,1,0.163,1.014,6.221
1,1,0.101,1.134,11.228
1,1,0.092,1.176,12.783
1,1,0.103,0.995,9.66
1,1,0.101,0.922,9.129
1,1,0.134,1.035,7.724
1,1,0.11,0.943,8.573
1,1,0.13,1.209,9.3
1,1,0.066,1.145,17.348
1,1,0.145,0.905,6.241
1,1,0.141,0.942,6.681
1,1,0.117,0.956,8.171
1,1,0.129,0.96,7.442
1,1,0.17,1.076,6.329
1,1,0.263,0.941,3.578
1,1,0.271,0.93,3.432
1,1,0.232,1.166,5.026
1,1,0.107,0.92,8.598
1,1,0.107,1.148,10.729
1,1,0.103,0.986,9.573
1,1,0.119,0.959,8.059
1,1,0.119,1.02,8.571
1,1,0.127,1.032,8.126
1,1,0.124,1.02,8.226
1,1,0.127,0.99,7.795
1,1,0.13,0.956,7.354
1,1,0.103,0.998,9.689
1,1,0.13,0.921,7.085
1,1,0.14,1.197,8.55
1,1,0.254,0.982,3.866
1,1,0.246,1.173,4.768
1,1,0.284,1.202,4.232
1,1,0.172,1.139,6.622
1,1,0.112,1.063,9.491
1,1,0.1,1.025,10.25
1,1,0.112,1.191,10.634
1,1,0.11,0.875,7.955
1,1,0.141,0.917,6.504
1,1,0.119,0.902,7.58
1,1,0.113,0.869,7.69
1,1,0.047,1.126,23.957
1,1,0.126,0.951,7.548
1,1,0.122,0.999,8.189
1,1,0.093,1.121,12.054
1,1,0.109,1.143,10.486
1,1,0.15,1.01,6.733
1,1,0.244,0.924,3.787
1,1,0.251,1.016,4.048
1,1,0.214,1.147,5.36
1,1,0.087,1.15,13.218
1,1,0.088,1.093,12.42
1,1,0.087,1.137,13.069
1,1,0.1,1.017,10.17
1,1,0.101,1.105,10.941
1,1,0.104,1.057,10.163
1,1,0.104,1.032,9.923
1,1,0.11,1.068,9.709
1,1,0.108,1.114,10.315
1,1,0.082,1.076,13.122
1,1,0.107,1.14,10.654
1,1,0.121,1.093,9.033
1,1,0.236,0.982,4.161
1,1,0.225,0.977,4.342
1,1,0.267,1.017,3.809
1,1,0.153,1.183,7.732
1,1,0.09,1.101,12.233
1,1,0.08,0.9,11.25
1,1,0.09,0.934,10.378
1,1,0.091,0.882,9.692
1,1,0.12,1.051,8.758
1,1,0.098,1.01,10.306
1,1,0.154,1.085,7.045
1,1,0.091,0.925,10.165
1,1,0.169,0.997,5.899
1,1,0.164,0.996,6.073
1,1,0.138,1.134,8.217
1,1,0.153,0.895,5.85
1,1,0.193,0.968,5.016
1,1,0.29,1.195,4.121
1,1,0.293,0.92,3.14
1,1,0.258,1.184,4.589
1,1,0.131,1.165,8.893
1,1,0.132,0.967,7.326
1,1,0.127,1.176,9.26
1,1,0.143,1.168,8.168
1,1,0.144,0.932,6.472
1,1,0.15,1.103,7.353
1,1,0.15,1.075,7.167
1,1,0.153,0.91,5.948
1,1,0.151,1.054,6.98
1,1,0.126,1.13,8.968
1,1,0.153,1.192,7.791
1,1,0.164,1.16,7.073
1,1,0.277,0.954,3.444
1,1,0.266,0.982,3.692
1,1,0.308,1.201,3.899
1,1,0.198,0.961,4.854
1,1,0.134,1.184,8.836
1,1,0.124,1.06,8.548
1,1,0.133,1.009,7.586
1,1,0.133,0.964,7.248
1,1,0.165,1.025,6.212
1,1,0.141,1.046,7.418
1,1,0.136,0.976,7.176
1,1,0.071,1.111,15.648
1,1,0.149,1.027,6.893
1,1,0.147,0.985,6.701
1,1,0.12,0.87,7.25
1,1,0.136,1.094,8.044
1,1,0.173,1.103,6.376
1,1,0.269,1.182,4.394
1,1,0.273,1.029,3.769
1,1,0.236,1.097,4.648
1,1,0.112,1.024,9.143
1,1,0.109,1.067,9.789
1,1,0.108,1.16,10.741
1,1,0.122,1.041,8.533
1,1,0.124,0.904,7.29
1,1,0.128,1.023,7.992
1,1,0.127,0.915,7.205
1,1,0.13,0.927,7.131
1,1,0.134,1.156,8.627
1,1,0.107,1.129,10.551
1,1,0.13,0.95,7.308
1,1,0.143,0.894,6.252
1,1,0.259,0.943,3.641
1,1,0.249,1.161,4.663
1,1,0.289,1.126,3.896
1,1,0.178,0.937,5.264
1,1,0.114,1.079,9.465
1,1,0.105,1.104,10.514
1,1,0.115,1.155,10.043
1,1,0.112,0.876,7.821
1,1,0.144,1.027,7.132
1,1,0.12,0.9,7.5
1,1,0.168,1.17,6.964
1,1,0.078,0.89,11.41
1,1,0.155,0.868,5.6
1,1,0.154,0.961,6.24
1,1,0.127,1.069,8.417
1,1,0.143,0.884,6.182
1,1,0.18,1.093,6.072
1,1,0.277,0.952,3.437
1,1,0.281,0.884,3.146
1,1,0.245,0.908,3.706
1,1,0.12,1.03,8.583
1,1,0.12,1.027,8.558
1,1,0.115,0.931,8.096
1,1,0.128,1.095,8.555
1,1,0.131,1.047,7.992
1,1,0.137,1.053,7.686
1,1,0.136,0.921,6.772
1,1,0.141,1.186,8.411
1,1,0.141,1.037,7.355
1,1,0.113,1.085,9.602
1,1,0.139,0.877,6.309
1,1,0.152,0.933,6.138
1,1,0.266,0.963,3.62
1,1,0.254,1.089,4.287
1,1,0.299,0.913,3.054
1,1,0.185,1.071,5.789
1,1,0.122,1.167,9.566
1,1,0.113,1.041,9.212
1,1,0.123,0.919,7.472
1,1,0.12,1.151,9.592
1,1,0.153,1.012,6.614
1,1,0.128,1.11,8.672
1,1,0.124,0.902,7.274
1,1,0.059,1.066,18.068
1,1,0.136,0.926,6.809
1,1,0.136,1.088,8
1,1,0.108,1.002,9.278
1,1,0.122,1.156,9.475
1,1,0.161,1.183,7.348
1,1,0.257,1.051,4.089
1,1,0.262,0.885,3.378
1,1,0.225,1.102,4.898
1,1,0.101,0.943,9.337
1,1,0.098,0.987,10.071
1,1,0.096,1.129,11.76
1,1,0.11,1.093,9.936
1,1,0.11,1.065,9.682
1,1,0.117,1.143,9.769
1,1,0.115,0.975,8.478
1,1,0.118,0.898,7.61
1,1,0.121,1.059,8.752
1,1,0.096,0.881,9.177
1,1,0.12,1.178,9.817
1,1,0.13,1.172,9.015
1,1,0.247,0.879,3.559
1,1,0.234,1.208,5.162
1,1,0.279,1.111,3.982
1,1,0.164,1.181,7.201
1,1,0.102,0.968,9.49
1,1,0.093,1.209,13
1,1,0.1,1.188,11.88
1,1,0.099,1.078,10.889
1,1,0.133,1.104,8.301
1,1,0.108,0.895,8.287
1,1,0.131,0.888,6.779
1,1,0.066,0.992,15.03
1,1,0.146,0.906,6.205
1,1,0.141,1.119,7.936
1,1,0.114,1.025,8.991
1,1,0.131,1.176,8.977
1,1,0.171,1.202,7.029
1,1,0.264,0.972,3.682
1,1,0.272,1.184,4.353
1,1,0.235,1.114,4.74
1,1,0.108,0.911,8.435
1,1,0.108,1.076,9.963
1,1,0.107,0.89,8.318
1,1,0.119,1.149,9.655
1,1,0.119,1.19,10
1,1,0.126,1.004,7.968
1,0,0.2045,0.6437,3.148
1,0,0.1559,0.6643,4.261
1,0,0.2857,0.6945,2.431
1,0,0.2251,0.6873,3.053
1,0,0.2319,0.6077,2.621
1,0,0.2533,0.6314,2.493
1,0,0.2946,0.6005,2.038
1,0,0.193,0.6446,3.34
1,0,0.1752,0.6755,3.856
1,0,0.3076,0.601,1.954
1,0,0.1699,0.6007,3.536
1,0,0.2889,0.6599,2.284
1,0,0.1985,0.6328,3.188
1,0,0.3039,0.634,2.086
1,0,0.2301,0.604,2.625
1,0,0.2506,0.6669,2.661
1,0,0.2004,0.6152,3.07
1,0,0.1687,0.6249,3.704
1,0,0.2952,0.6829,2.313
1,0,0.2183,0.612,2.803
1,0,0.2784,0.6363,2.286
1,0,0.213,0.6814,3.199
1,0,0.2326,0.6194,2.663
1,0,0.291,0.6408,2.202
1,0,0.1954,0.6471,3.312
1,0,0.2737,0.642,2.346
1,0,0.2128,0.6776,3.184
1,0,0.1832,0.6021,3.287
1,0,0.2417,0.68,2.813
1,0,0.2218,0.6698,3.02
1,0,0.1901,0.6783,3.568
1,0,0.2207,0.6899,3.126
1,0,0.2774,0.6352,2.29
1,0,0.2298,0.691,3.007
1,0,0.2208,0.6683,3.027
1,0,0.2234,0.6831,3.058
1,0,0.2175,0.6072,2.792
1,0,0.1858,0.6789,3.654
1,0,0.2636,0.6103,2.315
1,0,0.2661,0.6581,2.473
1,0,0.1739,0.6962,4.003
1,0,0.294,0.6235,2.121
1,0,0.1791,0.6279,3.506
1,0,0.2043,0.6872,3.364
1,0,0.3022,0.6946,2.298
1,0,0.3086,0.6428,2.083
1,0,0.271,0.6893,2.544
1,0,0.26,0.6253,2.405
1,0,0.2585,0.6375,2.466
1,0,0.203,0.6449,3.177
1,0,0.2612,0.6757,2.587
1,0,0.2705,0.6566,2.427
1,0,0.2131,0.6869,3.223
1,0,0.3018,0.6044,2.003
1,0,0.2278,0.6583,2.89
1,0,0.2082,0.6586,3.163
1,0,0.2205,0.6829,3.097
1,0,0.1533,0.6187,4.036
1,0,0.2628,0.6156,2.342
1,0,0.2304,0.628,2.726
1,0,0.2706,0.6286,2.323
1,0,0.2864,0.6119,2.137
1,0,0.2704,0.6547,2.421
1,0,0.1667,0.6985,4.19
1,0,0.2887,0.681,2.359
1,0,0.2464,0.6554,2.66
1,0,0.1968,0.6697,3.403
1,0,0.1673,0.6666,3.984
1,0,0.1573,0.6026,3.831
1,0,0.244,0.6652,2.726
1,0,0.2669,0.6131,2.297
1,0,0.2325,0.6886,2.962
1,0,0.2007,0.6604,3.29
1,0,0.1729,0.6745,3.901
1,0,0.2012,0.6052,3.008
1,0,0.2498,0.6172,2.471
1,0,0.2812,0.6189,2.201
1,0,0.2139,0.6554,3.064
1,0,0.2276,0.682,2.996
1,0,0.2399,0.6292,2.623
1,0,0.2714,0.6188,2.28
1,0,0.1608,0.696,4.328
1,0,0.216,0.6928,3.207
1,0,0.1581,0.6903,4.366
1,0,0.2199,0.6832,3.107
1,0,0.2295,0.6592,2.872
1,0,0.1719,0.6335,3.685
1,0,0.2508,0.6033,2.406
1,0,0.2463,0.6326,2.568
1,0,0.1668,0.6168,3.698
1,0,0.27,0.6485,2.402
1,0,0.2417,0.6318,2.614
1,0,0.1559,0.6461,4.144
1,0,0.1785,0.6869,3.848
1,0,0.2842,0.6737,2.371
1,0,0.1674,0.6828,4.079
1,0,0.3017,0.6766,2.243
1,0,0.2066,0.6544,3.167
1,0,0.1816,0.616,3.392
1,0,0.2167,0.6534,3.015
1,0,0.2835,0.6817,2.405
1,0,0.2579,0.636,2.466
1,0,0.1645,0.6284,3.82
1,0,0.2297,0.6555,2.854
1,0,0.2477,0.6611,2.669
1,0,0.2261,0.601,2.658
1,0,0.213,0.6661,3.127
1,0,0.2296,0.6052,2.636
1,0,0.3088,0.6011,1.947
1,0,0.15,0.6227,4.151
1,0,0.291,0.6219,2.137
1,0,0.2987,0.6915,2.315
1,0,0.222,0.6819,3.072
1,0,0.177,0.6931,3.916
1,0,0.264,0.6849,2.594
1,0,0.2271,0.6603,2.908
1,0,0.1882,0.6048,3.214
1,0,0.1569,0.6604,4.209
1,0,0.1862,0.6347,3.409
1,0,0.2051,0.6219,3.032
1,0,0.2001,0.6553,3.275
1,0,0.1604,0.6561,4.09
1,0,0.2481,0.6448,2.599
1,0,0.1873,0.6248,3.336
1,0,0.1556,0.6279,4.035
1,0,0.3063,0.607,1.982
1,0,0.1974,0.6132,3.106
1,0,0.1546,0.6232,4.031
1,0,0.1779,0.6821,3.834
1,0,0.2297,0.6484,2.823
1,0,0.2163,0.6004,2.776
1,0,0.2361,0.6713,2.843
1,0,0.1597,0.6531,4.09
1,0,0.2557,0.6285,2.458
1,0,0.1788,0.6905,3.862
1,0,0.25,0.6971,2.788
1,0,0.2207,0.6834,3.097
1,0,0.2301,0.6952,3.021
1,0,0.2054,0.6755,3.289
1,0,0.2896,0.6278,2.168
1,0,0.2911,0.6285,2.159
1,0,0.2764,0.6782,2.454
1,0,0.2088,0.6066,2.905
1,0,0.1783,0.6728,3.773
1,0,0.2765,0.6469,2.34
1,0,0.1798,0.6139,3.414
1,0,0.2935,0.6093,2.076
1,0,0.2627,0.603,2.295
1,0,0.1683,0.6037,3.587
1,0,0.3053,0.6274,2.055
1,0,0.2914,0.6168,2.117
1,0,0.2122,0.6112,2.88
1,0,0.2238,0.6799,3.038
1,0,0.1915,0.6335,3.308
1,0,0.1945,0.6404,3.293
1,0,0.1942,0.6013,3.096
1,0,0.1743,0.62,3.557
1,0,0.2209,0.6784,3.071
1,0,0.2661,0.6689,2.514
1,0,0.1561,0.621,3.978
1,0,0.2672,0.634,2.373
1,0,0.1944,0.6357,3.27
1,0,0.2676,0.6178,2.309
1,0,0.2828,0.6529,2.309
1,0,0.2029,0.6909,3.405
1,0,0.267,0.6721,2.517
1,0,0.2391,0.6705,2.804
1,0,0.2641,0.6026,2.282
1,0,0.3007,0.6641,2.209
1,0,0.2743,0.6351,2.315
1,0,0.1781,0.6968,3.912
1,0,0.2441,0.6499,2.662
1,0,0.2918,0.6076,2.082
1,0,0.158,0.6534,4.135
1,0,0.2179,0.6032,2.768
1,0,0.3033,0.618,2.038
1,0,0.1548,0.6368,4.114
1,0,0.2833,0.6699,2.365
1,0,0.1604,0.6981,4.352
1,0,0.1791,0.6361,3.552
1,0,0.1773,0.6805,3.838
1,0,0.2694,0.6735,2.5
1,0,0.1774,0.6135,3.458
1,0,0.2198,0.6952,3.163
1,0,0.1562,0.6729,4.308
1,0,0.1781,0.6807,3.822
1,0,0.1839,0.6941,3.774
1,0,0.1636,0.6442,3.938
1,0,0.1863,0.6718,3.606
1,0,0.2182,0.6,2.75
1,0,0.2752,0.6951,2.526
1,0,0.2261,0.6533,2.889
1,0,0.161,0.6425,3.991
1,0,0.264,0.6072,2.3
1,0,0.1807,0.6485,3.589
1,0,0.2267,0.6953,3.067
1,0,0.1568,0.6654,4.244
1,0,0.261,0.6137,2.351
1,0,0.2849,0.6036,2.119
1,0,0.3085,0.6582,2.134
1,0,0.2984,0.6178,2.07
1,0,0.2064,0.6749,3.27
1,0,0.1558,0.6138,3.94
1,0,0.2353,0.6976,2.965
1,0,0.1614,0.6,3.717
1,0,0.2371,0.6547,2.761
1,0,0.2294,0.6805,2.966
1,0,0.2104,0.6445,3.063
1,0,0.2268,0.6107,2.693
1,0,0.2681,0.6501,2.425
1,0,0.1996,0.6175,3.094
1,0,0.2149,0.6743,3.138
1,0,0.2133,0.6369,2.986
1,0,0.3081,0.6961,2.259
1,0,0.1518,0.6447,4.247
1,0,0.2367,0.6773,2.861
1,0,0.3089,0.6274,2.031
1,0,0.2158,0.6443,2.986
1,0,0.2821,0.6006,2.129
1,0,0.1829,0.6823,3.73
1,0,0.2413,0.6326,2.622
1,0,0.2524,0.6454,2.557
1,0,0.1509,0.6466,4.285
1,0,0.2463,0.6696,2.719
1,0,0.1729,0.6922,4.003
1,0,0.26,0.6745,2.594
1,0,0.2702,0.664,2.457
1,0,0.2978,0.643,2.159
1,0,0.2699,0.6775,2.51
1,0,0.2845,0.6524,2.293
1,0,0.1618,0.6266,3.873
1,0,0.2682,0.6984,2.604
1,0,0.2626,0.6934,2.641
1,0,0.1541,0.6834,4.435
1,0,0.2271,0.6855,3.018
1,0,0.2893,0.6921,2.392
1,0,0.2535,0.6151,2.426
1,0,0.2186,0.6037,2.762
1,0,0.2599,0.6927,2.665
1,0,0.1555,0.6364,4.093
1,0,0.2646,0.6526,2.466
1,0,0.264,0.6312,2.391
1,0,0.1637,0.6436,3.932
1,0,0.2709,0.6271,2.315
1,0,0.2114,0.6489,3.07
1,0,0.1783,0.6483,3.636
1,0,0.2929,0.6886,2.351
1,0,0.2999,0.6329,2.11
1,0,0.2413,0.6069,2.515
1,0,0.1716,0.6012,3.503
1,0,0.1531,0.6736,4.4
1,0,0.2123,0.6015,2.833
1,0,0.1808,0.6814,3.769
1,0,0.1698,0.6014,3.542
1,0,0.2448,0.6622,2.705
1,0,0.2966,0.6714,2.264
1,0,0.2385,0.6662,2.793
1,0,0.1662,0.6351,3.821
1,0,0.2559,0.6844,2.674
1,0,0.2096,0.6177,2.947
1,0,0.1515,0.6197,4.09
1,0,0.1981,0.6802,3.434
1,0,0.212,0.6008,2.834
1,0,0.2945,0.6372,2.164
1,0,0.2232,0.6533,2.927
1,0,0.2863,0.6773,2.366
1,0,0.1538,0.6259,4.07
1,0,0.2128,0.6941,3.262
1,0,0.1536,0.6397,4.165
1,0,0.1782,0.6758,3.792
1,0,0.2003,0.6287,3.139
1,0,0.2693,0.6295,2.338
1,0,0.1698,0.6914,4.072
1,0,0.2514,0.6627,2.636
1,0,0.199,0.6969,3.502
1,0,0.1597,0.688,4.308
1,0,0.2271,0.6916,3.045
1,0,0.2193,0.6198,2.826
1,0,0.1582,0.6057,3.829
1,0,0.3014,0.6743,2.237
1,0,0.3072,0.6607,2.151
1,0,0.2337,0.668,2.858
1,0,0.2307,0.6613,2.866
1,0,0.1752,0.608,3.47
1,0,0.1504,0.6052,4.024
1,0,0.2581,0.6693,2.593
1,0,0.3062,0.6885,2.249
1,0,0.204,0.6812,3.339
1,0,0.2882,0.6717,2.331
1,0,0.163,0.6912,4.24
1,0,0.2762,0.6277,2.273
1,0,0.2689,0.686,2.551
1,0,0.2489,0.6135,2.465
1,0,0.2966,0.6955,2.345
1,0,0.2019,0.6429,3.184
1,0,0.2481,0.669,2.696
1,0,0.3058,0.6581,2.152
1,0,0.2761,0.6546,2.371
1,0,0.2871,0.6306,2.196
1,0,0.2308,0.604,2.617
1,0,0.208,0.6484,3.117
1,0,0.2019,0.6996,3.465
1,0,0.2267,0.6526,2.879
1,0,0.2588,0.6536,2.526
1,0,0.1699,0.6537,3.848
1,0,0.179,0.6239,3.485
1,0,0.2613,0.6187,2.368
1,0,0.3074,0.6333,2.06
1,0,0.2351,0.6878,2.926
1,0,0.271,0.6436,2.375
1,0,0.1607,0.6855,4.266
1,0,0.1716,0.69,4.021
1,0,0.2621,0.6047,2.307
1,0,0.2478,0.6639,2.679
1,0,0.3011,0.6041,2.006
1,0,0.3089,0.6156,1.993
1,0,0.2584,0.6691,2.589
1,0,0.2579,0.6559,2.543
1,0,0.2343,0.6417,2.739
1,0,0.1644,0.6215,3.78
1,0,0.3095,0.6219,2.009
1,0,0.2908,0.6544,2.25
1,0,0.2669,0.6998,2.622
1,0,0.2072,0.6674,3.221
1,0,0.2337,0.6232,2.667
1,0,0.1971,0.6532,3.314
1,0,0.2378,0.6432,2.705
1,0,0.1705,0.6185,3.628
1,0,0.2284,0.6134,2.686
1,0,0.2103,0.6812,3.239
1,0,0.2288,0.6527,2.853
1,0,0.3081,0.6949,2.255
1,0,0.244,0.687,2.816
1,0,0.2998,0.6577,2.194
1,0,0.2445,0.6067,2.481
1,0,0.2451,0.6535,2.666
1,0,0.3005,0.6816,2.268
1,0,0.3033,0.6555,2.161
1,0,0.2436,0.667,2.738
1,0,0.1996,0.6722,3.368
1,0,0.1555,0.681,4.379
1,0,0.1866,0.6445,3.454
1,0,0.1716,0.693,4.038
1,0,0.2991,0.6476,2.165
1,0,0.3016,0.6809,2.258
1,0,0.2411,0.699,2.899
1,0,0.1822,0.6124,3.361
1,0,0.1958,0.6664,3.403
1,0,0.3096,0.6033,1.949
1,0,0.2244,0.665,2.963
1,0,0.3018,0.6727,2.229
1,0,0.1598,0.682,4.268
1,0,0.2557,0.6571,2.57
1,0,0.1808,0.6065,3.355
1,0,0.1545,0.6238,4.038
1,0,0.1695,0.6552,3.865
1,0,0.1842,0.6083,3.302
1,0,0.2587,0.6457,2.496
1,0,0.2078,0.601,2.892
1,0,0.2888,0.6545,2.266
1,0,0.2596,0.6894,2.656
1,0,0.2784,0.6152,2.21
1,0,0.1976,0.6019,3.046
1,0,0.1516,0.6172,4.071
1,0,0.2099,0.6872,3.274
1,0,0.2978,0.6421,2.156
1,0,0.1718,0.6964,4.054
1,0,0.231,0.6898,2.986
1,0,0.2279,0.6967,3.057
1,0,0.2663,0.6032,2.265
1,0,0.2545,0.6224,2.446
1,0,0.237,0.653,2.755
1,0,0.1599,0.6093,3.811
1,0,0.1892,0.6204,3.279
1,0,0.2371,0.6668,2.812
1,0,0.2803,0.6147,2.193
1,0,0.2227,0.6343,2.848
1,0,0.2732,0.6505,2.381
1,0,0.3054,0.6454,2.113
1,0,0.2407,0.6903,2.868
1,0,0.1643,0.6588,4.01
1,0,0.2577,0.6787,2.634
1,0,0.2666,0.6577,2.467
1,0,0.2606,0.662,2.54
1,0,0.1803,0.6849,3.799
1,0,0.2833,0.6216,2.194
1,0,0.1514,0.6043,3.991
1,0,0.3068,0.6789,2.213
1,0,0.2024,0.6824,3.372
1,0,0.2903,0.6104,2.103
1,0,0.1855,0.6483,3.495
1,0,0.2424,0.6834,2.819
1,0,0.2157,0.6659,3.087
1,0,0.2078,0.6917,3.329
1,0,0.1986,0.6235,3.139
1,0,0.3059,0.6604,2.159
1,0,0.2836,0.6396,2.255
1,0,0.2694,0.626,2.324
1,0,0.2889,0.6858,2.374
1,0,0.1911,0.6883,3.602
1,0,0.281,0.6532,2.325
1,0,0.2687,0.6995,2.603
1,0,0.2085,0.6455,3.096
1,0,0.1968,0.6751,3.43
1,0,0.1623,0.6774,4.174
1,0,0.1924,0.6988,3.632
1,0,0.2281,0.606,2.657
1,0,0.2821,0.6133,2.174
1,0,0.2408,0.6261,2.6
1,0,0.1547,0.6616,4.277
1,0,0.1538,0.6995,4.548
1,0,0.2,0.6013,3.007
1,0,0.1836,0.6046,3.293
1,0,0.2082,0.636,3.055
1,0,0.2383,0.6312,2.649
1,0,0.2001,0.6801,3.399
1,0,0.2111,0.6644,3.147
1,0,0.2766,0.6466,2.338
1,0,0.2067,0.6607,3.196
1,0,0.2338,0.6827,2.92
1,0,0.2372,0.6681,2.817
1,0,0.1994,0.6144,3.081
1,0,0.3095,0.6438,2.08
1,0,0.2251,0.6603,2.933
1,0,0.2895,0.6814,2.354
1,0,0.2889,0.6016,2.082
1,0,0.1549,0.6715,4.335
1,0,0.2907,0.653,2.246
1,0,0.1812,0.6626,3.657
1,0,0.2407,0.6178,2.567
1,0,0.2165,0.6524,3.013
1,0,0.2017,0.6022,2.986
1,0,0.157,0.662,4.217
1,0,0.1735,0.6356,3.663
1,0,0.1773,0.655,3.694
1,0,0.1748,0.7,4.005
1,0,0.2995,0.681,2.274
1,0,0.1769,0.6575,3.717
1,0,0.2312,0.6226,2.693
1,0,0.1828,0.6546,3.581
1,0,0.2327,0.6477,2.783
1,0,0.2674,0.6182,2.312
1,0,0.2714,0.6381,2.351
1,0,0.1751,0.6593,3.765
1,0,0.1614,0.6937,4.298
1,0,0.3068,0.606,1.975
1,0,0.2291,0.612,2.671
1,0,0.1616,0.6533,4.043
1,0,0.3092,0.6138,1.985
1,0,0.1598,0.6933,4.339
1,0,0.2821,0.6194,2.196
1,0,0.2668,0.6154,2.307
1,0,0.255,0.676,2.651
1,0,0.2243,0.6861,3.059
1,0,0.2865,0.6507,2.271
1,0,0.2079,0.6068,2.919
1,0,0.2111,0.6552,3.104
1,0,0.3023,0.6942,2.296
1,0,0.2618,0.6472,2.472
1,0,0.294,0.6023,2.049
1,0,0.2013,0.6979,3.467
1,0,0.1955,0.6027,3.083
1,0,0.2361,0.6618,2.803
1,0,0.2073,0.6479,3.125
1,0,0.1755,0.6091,3.471
1,0,0.1987,0.628,3.161
1,0,0.2838,0.6449,2.272
1,0,0.1505,0.6041,4.014
1,0,0.285,0.685,2.404
1,0,0.3055,0.6938,2.271
1,0,0.2054,0.6726,3.275
1,0,0.2788,0.6113,2.193
1,0,0.1791,0.6057,3.382
1,0,0.2535,0.6869,2.71
1,0,0.1986,0.6252,3.148
1,0,0.2243,0.6587,2.937
1,0,0.2481,0.668,2.692
1,0,0.2248,0.6604,2.938
1,0,0.1747,0.6136,3.512
1,0,0.1948,0.6881,3.532
1,0,0.2648,0.6169,2.33
1,0,0.224,0.6284,2.805
1,0,0.2574,0.6082,2.363
1,0,0.2811,0.6203,2.207
1,0,0.1609,0.6439,4.002
1,0,0.2923,0.6775,2.318
1,0,0.247,0.6457,2.614
1,0,0.2562,0.6992,2.729
1,0,0.2333,0.6298,2.7
1,0,0.2975,0.6489,2.181
1,0,0.1645,0.6986,4.247
1,0,0.1833,0.6562,3.58
1,0,0.2645,0.6521,2.465
1,0,0.2185,0.6266,2.868
1,0,0.1731,0.659,3.807
1,0,0.2301,0.6639,2.885
1,0,0.2323,0.653,2.811
1,0,0.1698,0.6718,3.956
1,0,0.2433,0.6706,2.756
1,0,0.2628,0.6026,2.293
1,0,0.2317,0.6623,2.858
1,0,0.1673,0.6146,3.674
1,0,0.2878,0.6364,2.211
1,0,0.263,0.6442,2.449
1,0,0.1711,0.6473,3.783
1,0,0.15,0.6312,4.208
1,0,0.2771,0.6294,2.271
1,0,0.1812,0.6459,3.565
1,0,0.2922,0.6741,2.307
1,0,0.2184,0.6248,2.861
1,0,0.2183,0.6879,3.151
1,0,0.2903,0.6157,2.121
1,0,0.1884,0.6496,3.448
1,0,0.2417,0.6187,2.56
1,0,0.1515,0.6532,4.312
1,0,0.2127,0.6551,3.08
1,0,0.2891,0.6868,2.376
1,0,0.3074,0.63,2.049
1,0,0.2383,0.6485,2.721
1,0,0.1713,0.6838,3.992
1,0,0.1521,0.6019,3.957
1,0,0.1778,0.663,3.729
1,0,0.1695,0.6086,3.591
1,0,0.2505,0.6288,2.51
1,0,0.1672,0.6701,4.008
1,0,0.1747,0.6931,3.967
1,0,0.2868,0.6577,2.293
1,0,0.1723,0.6672,3.872
1,0,0.1525,0.6678,4.379
1,0,0.1745,0.6132,3.514
1,0,0.2589,0.6395,2.47
1,0,0.1826,0.6137,3.361
1,0,0.2745,0.6385,2.326
1,0,0.2757,0.6962,2.525
1,0,0.2587,0.6014,2.325
1,0,0.1621,0.6794,4.191
1,0,0.1505,0.6433,4.274
1,0,0.2736,0.6072,2.219
1,0,0.3096,0.6534,2.11
1,0,0.2342,0.6355,2.713
1,0,0.2659,0.6571,2.471
1,0,0.1852,0.6766,3.653
1,0,0.2354,0.6059,2.574
1,0,0.2578,0.6844,2.655
1,0,0.2396,0.6023,2.514
1,0,0.1998,0.6604,3.305
1,0,0.2256,0.6266,2.777
1,0,0.1515,0.6183,4.081
1,0,0.1767,0.6301,3.566
1,0,0.2145,0.6195,2.888
1,0,0.3053,0.6882,2.254
1,0,0.2335,0.6787,2.907
1,0,0.2044,0.642,3.141
1,0,0.2708,0.6903,2.549
1,0,0.2866,0.6404,2.234
1,0,0.1583,0.6605,4.172
1,0,0.1703,0.6842,4.018
1,0,0.1528,0.6159,4.031
1,0,0.2191,0.6814,3.11
1,0,0.2268,0.6751,2.977
1,0,0.3048,0.6084,1.996
1,0,0.2724,0.6031,2.214
1,0,0.2032,0.6745,3.319
1,0,0.3091,0.6775,2.192
1,0,0.2103,0.6461,3.072
1,0,0.2423,0.6309,2.604
1,0,0.2813,0.6851,2.435
1,0,0.2236,0.6924,3.097
1,0,0.2111,0.6936,3.286
1,0,0.2134,0.646,3.027
1,0,0.2729,0.6213,2.277
1,0,0.2684,0.6523,2.43
1,0,0.1679,0.62,3.693
1,0,0.2347,0.664,2.829
1,0,0.2429,0.6688,2.753
1,0,0.2928,0.6635,2.266
1,0,0.1659,0.6306,3.801
1,0,0.2558,0.6923,2.706
1,0,0.2899,0.6641,2.291
1,0,0.1996,0.6773,3.393
1,0,0.2372,0.6446,2.718
1,0,0.2064,0.6002,2.908
1,0,0.2487,0.6796,2.733
1,0,0.2886,0.6097,2.113
1,0,0.2758,0.6766,2.453
